round,score,avg_score_200,reward,avg_reward_200,coins,kills,suicides,crates_destroyed,alive_fraction
2918,2,1.83,296.5,136.61,2,0,0,31,0
2919,1,1.82,213.8,136.54,1,0,0,15,1
2920,1,1.82,3.4,135.53,1,0,1,11,0
2921,0,1.82,-38.5,135.74,0,0,1,14,0
2922,1,1.79,65.2,134.42,1,0,1,16,0
2923,2,1.79,204.7,133.26,2,0,0,24,1
2924,4,1.8,531.7,135.28,4,0,0,21,1
2925,0,1.79,-40.3,133.78,0,0,1,15,0
2926,0,1.79,54.4,132.52,0,0,0,10,0
2927,3,1.79,177.6,133.32,3,0,1,13,0
2928,2,1.8,210.3,133.87,2,0,1,14,0
2929,8,1.82,352.9,134.31,3,1,1,20,0
2930,2,1.83,37.2,134.5,2,0,0,12,0
2931,6,1.85,69.9,134.77,1,1,1,12,0
2932,0,1.85,137.5,135.21,0,0,0,15,0
2933,3,1.86,615.8,138.51,3,0,0,25,1
2934,1,1.86,37.7,136.92,1,0,0,5,0
2935,1,1.86,-19.2,135.8,1,0,0,4,0
2936,5,1.86,311.0,135.98,5,0,1,16,0
2937,10,1.88,382.8,136.8,0,2,0,9,1
2938,1,1.86,157.5,134.81,1,0,0,16,0
2939,0,1.85,-174.6,131.69,0,0,0,4,0
2940,7,1.88,426.1,132.59,2,1,0,21,0
2941,1,1.85,36.1,130.89,1,0,1,9,0
2942,1,1.84,-63.1,130.49,1,0,0,13,1
2943,3,1.84,458.1,131.68,3,0,0,20,1
2944,6,1.86,261.0,131.59,6,0,1,24,0
2945,2,1.87,137.6,131.62,2,0,0,9,1
2946,1,1.87,-68.9,131.87,1,0,1,5,0
2947,3,1.88,283.0,132.84,3,0,0,13,0
2948,0,1.87,267.0,133.62,0,0,1,24,0
2949,1,1.88,5.3,134.7,1,0,1,7,0
2950,3,1.89,545.3,135.93,3,0,0,26,1
2951,0,1.88,20.4,134.53,0,0,1,15,0
2952,1,1.88,472.2,136.35,1,0,0,21,1
2953,4,1.9,545.1,140.13,4,0,0,25,1
2954,6,1.92,81.3,140.21,1,1,1,10,0
2955,4,1.94,377.0,142.3,4,0,1,31,0
2956,1,1.94,124.1,142.75,1,0,1,15,0
2957,1,1.94,-6.6,142.32,1,0,1,18,0
2958,3,1.95,495.9,144.92,3,0,0,24,1
2959,1,1.95,-100.0,144.46,1,0,1,5,0
2960,6,1.98,152.8,145.58,1,1,1,9,0
2961,0,1.97,-58.3,143.52,0,0,1,9,0
2962,1,1.97,60.3,144.7,1,0,1,15,0
2963,2,1.95,311.2,144.15,2,0,0,24,1
2964,2,1.96,238.2,146.01,2,0,0,22,1
2965,1,1.95,170.1,145.9,1,0,1,17,0
2966,7,1.98,331.9,147.5,2,1,0,15,0
2967,1,1.99,184.3,148.09,1,0,1,28,0
2968,2,2.0,366.3,149.48,2,0,0,22,0
2969,3,2.01,157.9,150.41,3,0,0,27,1
2970,2,2.01,31.1,149.7,2,0,1,10,0
2971,2,2.0,204.0,150.17,2,0,0,10,0
2972,2,2.01,65.1,150.37,2,0,1,9,0
2973,2,2.01,65.5,149.86,2,0,1,9,0
2974,2,2.02,436.0,151.38,2,0,0,19,1
2975,8,2.03,541.1,153.36,3,1,0,19,1
2976,0,2.02,83.6,153.1,0,0,0,9,0
2977,3,2.02,83.9,152.49,3,0,1,16,0
2978,0,2.02,4.4,151.96,0,0,0,6,0
2979,4,2.02,454.2,152.84,4,0,0,21,1
2980,0,2.02,-142.4,150.66,0,0,1,5,0
2981,0,2.02,90.0,151.32,0,0,1,11,0
2982,1,2.02,59.1,151.86,1,0,0,6,0
2983,3,2.04,196.4,152.45,3,0,0,8,0
2984,2,2.02,-7.6,151.65,2,0,1,12,0
2985,1,2.02,14.2,150.05,1,0,1,9,0
2986,2,2.02,135.3,150.05,2,0,0,14,0
2987,6,2.04,141.2,150.13,1,1,0,11,0
2988,1,2.04,138.8,151.12,1,0,0,14,0
2989,0,2.03,-78.3,149.66,0,0,1,13,0
2990,0,2.0,-142.7,146.96,0,0,1,6,0
2991,4,2.01,420.3,148.31,4,0,0,19,0
2992,4,2.02,329.2,148.85,4,0,0,13,1
2993,0,2.02,32.3,148.58,0,0,1,15,0
2994,0,2.0,-134.3,146.87,0,0,1,8,0
2995,1,1.99,30.1,146.14,1,0,0,6,0
2996,1,1.97,147.7,146.37,1,0,1,12,0
2997,2,1.97,125.1,145.62,2,0,1,6,0
2998,2,1.97,162.7,144.87,2,0,1,19,0
2999,2,1.98,216.3,145.06,2,0,0,14,0
3000,0,1.97,16.8,144.65,0,1,1,6,0
3001,1,1.97,9.5,143.99,1,0,1,9,0
3002,3,1.98,410.6,146.38,3,0,0,24,1
3003,1,1.98,80.2,146.21,1,0,0,11,0
3004,0,1.98,266.1,147.64,0,0,0,23,0
3005,1,1.98,10.7,146.66,1,0,0,9,0
3006,2,1.98,267.2,148.11,2,0,0,13,1
3007,1,1.99,77.4,148.58,1,0,0,10,0
3008,1,1.98,127.0,149.55,1,0,0,15,0
3009,3,1.98,363.3,151.47,3,0,0,22,1
3010,3,2.0,313.9,153.37,3,0,0,14,0
3011,1,2.0,46.4,153.39,1,0,1,18,0
3012,3,2.0,288.8,154.73,3,0,1,24,0
3013,1,2.0,-85.2,152.12,1,0,1,6,0
3014,9,2.02,534.1,152.35,4,1,0,26,1
3015,1,2.02,66.4,152.17,1,0,1,14,0
3016,1,2.02,276.3,154.49,1,0,0,19,0
3017,5,2.04,203.2,155.07,5,0,0,9,0
3018,0,2.04,101.0,156.11,0,0,0,15,0
3019,1,2.04,143.0,156.94,1,0,0,16,0
3020,1,2.04,254.3,157.53,1,0,0,23,0
3021,0,2.04,-79.2,156.79,0,0,1,11,0
3022,3,2.04,287.3,156.95,3,0,0,19,0
3023,2,2.04,179.0,155.69,2,0,1,12,0
3024,1,2.03,79.9,155.74,1,0,0,10,0
3025,0,2.02,-464.7,153.12,0,0,1,8,0
3026,2,2.02,194.2,152.8,2,0,0,17,0
3027,1,2.02,181.3,153.5,1,0,0,14,0
3028,2,2.01,478.5,155.04,2,0,0,23,1
3029,2,2.02,571.2,158.03,2,0,0,31,1
3030,1,2.02,35.2,158.21,1,0,1,21,0
3031,1,2.02,303.8,159.31,1,0,0,21,0
3032,0,2.01,-22.5,157.74,0,0,1,8,0
3033,1,2.01,268.6,159.32,1,1,1,10,0
3034,0,1.99,-10.8,156.56,0,0,0,9,0
3035,2,1.99,64.8,155.26,2,0,0,9,0
3036,5,2.0,532.2,156.83,0,1,0,19,1
3037,2,1.99,-28.6,154.58,2,0,0,18,1
3038,1,1.99,293.5,155.46,1,0,0,13,1
3039,3,1.98,462.1,155.43,3,0,0,22,1
3040,1,1.98,-39.0,155.4,1,0,1,8,0
3041,5,2.0,605.0,157.68,5,0,0,26,0
3042,1,2.0,-58.7,157.58,1,0,1,7,0
3043,5,2.02,23.7,157.38,0,1,1,12,0
3044,2,2.03,227.7,157.48,2,0,0,20,0
3045,5,2.05,349.4,158.9,5,0,0,17,0
3046,3,2.06,382.1,160.36,3,0,0,22,1
3047,1,2.04,264.3,160.35,1,0,0,18,1
3048,2,2.04,109.4,160.09,2,0,0,13,0
3049,2,2.05,189.1,160.14,2,0,0,17,0
3050,2,2.06,114.6,159.44,2,0,1,18,0
3051,1,2.06,116.7,159.98,1,0,0,15,0
3052,5,2.08,301.2,158.99,5,0,1,24,0
3053,1,2.06,194.9,158.96,1,0,1,22,0
3054,0,2.04,39.7,158.04,0,0,0,3,0
3055,3,2.02,475.2,157.92,3,0,0,23,1
3056,0,2.02,-131.5,156.31,0,0,1,9,0
3057,0,2.01,-62.8,154.94,0,0,1,9,0
3058,7,2.04,132.9,154.7,2,1,0,16,1
3059,0,2.04,195.7,154.85,0,0,0,16,0
3060,1,2.04,149.4,154.78,1,0,0,13,0
3061,5,2.06,573.0,156.34,5,0,0,29,0
3062,2,2.07,51.6,156.93,2,0,1,16,0
3063,4,2.07,338.5,158.37,4,0,0,24,0
3064,1,2.07,454.7,159.96,1,0,0,24,1
3065,1,2.06,119.3,160.32,1,0,0,8,0
3066,6,2.1,354.8,161.86,6,0,0,17,0
3067,2,2.09,314.3,163.24,2,0,0,25,1
3068,1,2.08,402.9,162.5,1,0,0,19,1
3069,2,2.07,311.9,163.22,2,0,0,9,1
3070,2,2.08,277.6,165.0,2,0,0,25,1
3071,1,2.08,298.0,165.6,1,0,0,25,1
3072,1,2.06,51.5,164.95,1,0,0,10,0
3073,1,2.06,293.4,166.56,1,0,0,17,0
3074,0,2.05,-68.5,167.36,0,0,1,7,0
3075,0,2.04,4.6,166.21,0,0,1,10,0
3076,1,2.04,-42.3,165.38,1,0,1,8,0
3077,2,2.04,90.8,165.96,2,0,1,11,0
3078,3,2.05,469.3,167.21,3,0,0,22,1
3079,3,2.06,119.6,166.66,3,0,1,12,0
3080,0,2.04,-20.5,166.39,0,0,1,10,0
3081,1,2.04,27.2,165.99,1,0,1,10,0
3082,4,2.06,189.1,166.81,4,0,1,16,0
3083,0,2.0,157.4,165.11,0,0,0,9,0
3084,1,1.98,19.3,163.69,1,0,1,15,0
3085,6,2.0,342.1,165.49,1,1,0,19,0
3086,3,2.01,132.2,165.55,3,0,0,4,0
3087,2,2.01,424.6,165.19,2,0,0,20,1
3088,4,2.03,350.8,167.02,4,0,0,13,1
3089,2,2.03,246.9,167.45,2,0,0,17,0
3090,2,2.04,197.0,168.5,2,0,1,27,0
3091,1,2.03,74.2,168.95,1,0,1,12,0
3092,3,2.04,406.9,171.09,3,0,0,20,1
3093,2,2.05,5.9,171.16,2,0,1,7,0
3094,5,2.06,397.7,171.45,5,0,0,21,0
3095,4,2.08,639.0,174.67,4,0,0,30,1
3096,4,2.09,694.5,177.99,4,0,0,27,1
3097,7,2.11,274.5,177.68,2,1,0,17,0
3098,1,2.1,96.5,177.88,1,1,1,13,0
3099,5,2.12,407.2,178.23,0,1,0,15,1
3100,1,2.13,98.5,179.18,1,0,0,16,0
3101,1,2.12,15.9,178.32,1,0,1,12,0
3102,3,2.12,126.5,177.7,3,0,1,14,0
3103,0,2.12,139.1,178.82,0,0,0,16,1
3104,0,2.1,-55.5,177.61,0,0,1,8,0
3105,2,2.1,154.2,176.97,2,0,1,13,0
3106,1,2.11,-44.4,177.59,1,0,0,12,0
3107,0,2.1,-124.5,175.48,0,0,0,8,0
3108,7,2.12,273.6,176.05,2,1,0,23,0
3109,4,2.13,307.1,175.88,4,0,1,21,0
3110,3,2.13,75.4,175.82,3,0,0,12,0
3111,1,2.14,38.2,176.11,1,0,1,17,0
3112,1,2.13,50.6,174.63,1,0,1,15,0
3113,6,2.15,230.0,175.54,6,0,1,11,0
3114,0,2.14,-37.3,174.65,0,0,0,11,0
3115,0,2.12,-63.2,173.97,0,0,0,7,0
3116,1,2.13,250.7,175.4,1,0,0,17,1
3117,2,2.13,320.7,177.05,2,0,0,14,1
3118,2,2.13,172.6,176.43,2,0,1,25,0
3119,1,2.13,357.8,177.15,1,0,0,23,1
3120,6,2.16,407.4,179.17,1,1,0,19,1
3121,1,2.17,266.2,180.69,1,0,0,17,1
3122,2,2.17,184.1,181.29,2,0,0,15,0
3123,0,2.16,248.0,181.51,0,0,0,18,0
3124,1,2.15,-57.6,178.56,1,0,1,5,0
3125,2,2.15,116.6,179.34,2,0,1,20,0
3126,3,2.17,426.7,181.2,3,0,0,13,1
3127,4,2.17,246.3,181.55,4,0,1,23,0
3128,8,2.21,478.2,182.89,3,1,0,23,1
3129,4,2.19,489.7,183.57,4,0,0,20,0
3130,2,2.19,95.5,183.86,2,0,0,12,0
3131,7,2.19,406.7,185.55,2,1,0,15,1
3132,2,2.2,160.6,185.66,2,0,0,17,0
3133,8,2.23,425.7,184.71,3,1,0,28,1
3134,0,2.22,-118.6,183.93,0,0,0,6,0
3135,2,2.23,-12.7,183.96,2,0,1,8,0
3136,7,2.23,216.1,183.49,2,1,1,7,0
3137,0,2.19,-88.2,181.13,0,0,1,7,0
3138,2,2.19,185.5,181.27,2,0,0,14,0
3139,7,2.23,432.9,184.31,2,1,0,21,0
3140,2,2.2,54.1,182.45,2,0,1,10,0
3141,1,2.2,98.7,182.76,1,0,0,10,0
3142,2,2.21,187.3,184.02,2,0,0,13,1
3143,0,2.19,-41.9,181.52,0,0,0,11,0
3144,1,2.17,129.4,180.86,1,0,1,10,0
3145,2,2.17,78.9,180.56,2,0,1,15,0
3146,0,2.16,-72.8,180.55,0,0,0,7,0
3147,1,2.15,-278.0,177.74,1,0,1,10,0
3148,2,2.16,125.9,177.03,2,0,1,17,0
3149,2,2.17,67.9,177.35,2,0,1,10,0
3150,1,2.15,95.0,175.1,1,0,1,14,0
3151,0,2.15,35.5,175.17,0,0,0,9,0
3152,0,2.15,-157.0,172.03,0,0,0,4,0
3153,3,2.15,203.5,170.32,3,0,0,16,0
3154,2,2.12,196.0,170.89,2,0,0,12,0
3155,2,2.12,379.4,170.9,2,0,0,13,1
3156,1,2.12,-177.5,169.4,1,0,1,5,0
3157,3,2.12,224.9,170.55,3,0,1,22,0
3158,4,2.13,121.4,168.68,4,0,0,17,1
3159,7,2.16,264.7,170.5,2,1,0,21,0
3160,4,2.15,497.2,172.23,4,0,0,27,1
3161,1,2.15,54.6,172.79,1,0,1,10,0
3162,7,2.19,558.3,175.28,2,1,0,24,1
3163,1,2.18,-166.0,172.89,1,0,0,15,1
3164,1,2.17,172.4,172.57,1,0,0,12,0
3165,0,2.17,-15.9,171.64,0,0,1,10,0
3166,3,2.15,211.6,171.03,3,0,0,18,0
3167,3,2.16,193.1,171.08,3,0,0,17,0
3168,3,2.17,230.5,170.4,3,0,0,21,1
3169,7,2.19,399.1,171.6,2,1,0,19,1
3170,2,2.19,112.1,172.01,2,0,0,8,0
3171,2,2.19,78.0,171.38,2,0,0,16,0
3172,4,2.19,340.6,172.76,4,0,0,22,0
3173,1,2.19,357.2,174.22,1,0,0,23,0
3174,1,2.19,232.2,173.2,1,0,1,19,0
3175,2,2.15,142.1,171.2,2,0,1,14,0
3176,2,2.17,497.0,173.27,2,0,0,34,1
3177,7,2.19,506.8,175.38,2,1,0,26,0
3178,3,2.2,142.3,176.07,3,0,0,11,0
3179,1,2.19,-6.1,173.77,1,0,1,9,0
3180,1,2.19,61.0,174.79,1,0,1,13,0
3181,3,2.21,125.6,174.97,3,0,1,13,0
3182,0,2.2,19.6,174.77,0,0,1,13,0
3183,1,2.19,60.3,174.09,1,0,0,6,0
3184,0,2.18,-29.1,173.98,0,0,1,10,0
3185,2,2.19,492.5,176.37,2,0,0,20,1
3186,1,2.18,63.6,176.01,1,0,1,12,0
3187,2,2.16,324.8,176.93,2,0,1,29,0
3188,0,2.15,-23.5,176.12,0,0,1,16,0
3189,0,2.15,-78.9,176.12,0,0,0,13,1
3190,2,2.17,135.9,177.51,2,0,0,8,0
3191,3,2.16,109.0,175.95,3,0,1,15,0
3192,0,2.14,-4.8,174.28,0,0,0,10,0
3193,1,2.15,-78.5,173.73,1,0,1,8,0
3194,2,2.15,175.7,175.28,2,0,0,19,0
3195,5,2.17,136.8,175.81,0,1,0,11,0
3196,2,2.18,227.1,176.21,2,0,0,17,0
3197,1,2.17,251.7,176.84,1,0,0,27,1
3198,1,2.17,252.9,177.29,1,0,0,15,1
3199,1,2.17,116.9,176.8,1,0,1,12,0
3200,2,2.17,192.3,177.67,2,0,0,19,0
3201,1,2.17,-90.9,177.17,1,0,1,6,0
3202,2,2.17,228.1,176.26,2,0,0,13,0
3203,0,2.17,10.4,175.91,0,0,1,9,0
3204,0,2.17,-12.7,174.52,0,0,1,13,0
3205,1,2.17,163.5,175.28,1,0,0,12,0
3206,2,2.17,301.8,175.45,2,0,0,22,0
3207,1,2.17,136.9,175.75,1,0,0,20,0
3208,2,2.17,174.1,175.99,2,0,1,14,0
3209,8,2.19,547.0,176.91,3,1,0,20,1
3210,0,2.18,-63.8,175.02,0,0,1,11,0
3211,0,2.17,230.4,175.94,0,0,0,19,1
3212,1,2.17,58.1,174.78,1,0,1,7,0
3213,2,2.17,397.7,177.2,2,0,0,22,1
3214,3,2.14,342.2,176.24,3,0,0,22,0
3215,1,2.14,134.7,176.58,1,0,0,25,0
3216,0,2.13,56.2,175.48,0,0,0,14,0
3217,2,2.12,97.9,174.95,2,0,1,11,0
3218,1,2.12,241.8,175.66,1,0,0,15,0
3219,1,2.12,-0.9,174.94,1,0,0,14,0
3220,1,2.12,60.1,173.97,1,0,1,11,0
3221,0,2.12,-113.7,173.79,0,0,1,6,0
3222,4,2.13,333.0,174.02,4,0,0,17,0
3223,1,2.12,215.2,174.2,1,0,0,14,1
3224,2,2.13,-105.5,173.28,2,0,0,9,0
3225,2,2.14,467.0,177.94,2,0,0,24,1
3226,4,2.15,154.5,177.74,4,0,0,11,0
3227,2,2.15,83.9,177.25,2,0,1,13,0
3228,1,2.15,176.5,175.74,1,0,0,16,0
3229,2,2.15,291.5,174.34,2,0,1,21,0
3230,2,2.15,179.2,175.06,2,0,1,20,0
3231,2,2.16,270.4,174.89,2,0,0,17,1
3232,1,2.17,-12.5,174.94,1,0,1,8,0
3233,2,2.17,306.1,175.13,2,0,0,20,0
3234,1,2.17,30.9,175.34,1,0,1,14,0
3235,7,2.2,194.9,175.99,2,1,1,12,0
3236,2,2.19,19.7,173.43,2,0,1,10,0
3237,9,2.22,607.1,176.61,4,1,0,27,1
3238,1,2.22,244.2,176.36,1,0,0,17,1
3239,3,2.22,430.4,176.2,3,0,0,23,0
3240,1,2.22,10.9,176.45,1,0,1,11,0
3241,1,2.2,290.1,174.88,1,0,0,10,1
3242,2,2.21,95.8,175.65,2,0,0,19,0
3243,0,2.18,293.8,177.0,0,0,0,24,1
3244,1,2.17,-51.1,175.61,1,0,0,9,0
3245,2,2.16,163.4,174.68,2,0,0,16,0
3246,2,2.15,-13.3,172.7,2,0,0,9,1
3247,6,2.18,84.0,171.8,1,1,1,9,0
3248,6,2.2,459.1,173.55,1,1,0,13,1
3249,1,2.19,31.1,172.76,1,0,0,8,0
3250,1,2.19,-49.1,171.94,1,0,1,8,0
3251,2,2.19,271.6,172.71,2,0,1,25,0
3252,2,2.18,66.4,171.54,2,0,0,17,1
3253,2,2.19,-12.9,170.5,2,0,1,11,0
3254,1,2.19,158.3,171.09,1,0,1,17,0
3255,8,2.21,253.1,169.98,3,1,0,18,0
3256,0,2.21,-27.2,170.5,0,0,1,11,0
3257,1,2.22,21.3,170.92,1,0,1,14,0
3258,0,2.19,285.2,171.68,0,0,0,19,0
3259,0,2.19,-6.3,170.67,0,0,1,10,0
3260,0,2.18,-131.2,169.27,0,0,1,14,0
3261,6,2.19,566.2,169.24,1,1,0,21,1
3262,3,2.19,390.0,170.93,3,0,0,27,1
3263,0,2.17,-40.1,169.04,0,0,1,8,0
3264,1,2.17,492.0,169.22,1,0,0,18,1
3265,3,2.18,533.1,171.29,3,0,0,14,1
3266,3,2.17,-69.8,169.17,3,0,1,11,0
3267,7,2.19,699.6,171.1,2,1,0,23,1
3268,0,2.19,-175.5,168.2,0,0,0,5,0
3269,2,2.19,407.6,168.68,2,0,0,23,0
3270,3,2.19,418.6,169.39,3,0,0,25,1
3271,0,2.19,157.3,168.68,0,0,0,15,0
3272,0,2.18,65.5,168.75,0,0,0,10,0
3273,7,2.21,635.4,170.46,2,1,0,27,1
3274,2,2.22,75.8,171.19,2,0,0,8,0
3275,4,2.24,267.3,172.5,4,0,0,17,0
3276,7,2.27,112.0,173.27,2,1,1,10,0
3277,4,2.28,294.4,174.29,4,0,0,15,0
3278,7,2.3,147.6,172.68,2,1,0,6,0
3279,0,2.29,-87.9,171.64,0,0,1,8,0
3280,2,2.29,482.5,174.16,2,0,0,22,1
3281,0,2.29,-27.3,173.88,0,0,1,8,0
3282,3,2.29,135.5,173.62,3,0,1,20,0
3283,0,2.29,106.7,173.36,0,1,1,14,0
3284,1,2.29,467.8,175.61,1,0,0,30,1
3285,1,2.26,142.1,174.61,1,0,1,20,0
3286,3,2.26,250.2,175.2,3,0,0,25,0
3287,5,2.27,388.7,175.02,5,0,0,16,0
3288,2,2.27,103.5,173.78,2,0,1,11,0
3289,3,2.27,12.2,172.61,3,0,1,14,0
3290,6,2.29,284.9,173.05,1,1,0,13,1
3291,9,2.33,516.7,175.26,4,1,0,22,1
3292,7,2.35,510.8,175.78,2,1,0,14,1
3293,1,2.35,168.6,176.59,1,0,0,13,0
3294,3,2.33,398.3,176.59,3,0,0,32,0
3295,1,2.32,65.5,173.73,1,0,0,9,0
3296,0,2.3,145.6,170.98,0,0,0,12,0
3297,4,2.29,221.9,170.72,4,0,1,19,0
3298,4,2.3,502.6,172.75,4,0,0,24,1
3299,2,2.29,424.9,172.84,2,0,0,23,1
3300,2,2.29,68.4,172.69,2,0,1,13,0
3301,0,2.29,-40.1,172.41,0,0,0,8,0
3302,1,2.27,66.6,172.11,1,0,1,16,0
3303,2,2.29,13.9,171.48,2,0,0,21,1
3304,0,2.29,74.3,172.13,0,0,0,15,0
3305,0,2.27,215.5,172.44,0,0,0,22,1
3306,7,2.31,177.1,173.55,2,1,0,7,0
3307,4,2.33,309.5,175.72,4,0,0,15,0
3308,1,2.29,56.4,174.63,1,0,1,18,0
3309,1,2.28,-21.0,172.99,1,0,1,6,0
3310,1,2.27,-29.1,172.47,1,0,1,9,0
3311,3,2.28,342.8,173.99,3,0,0,23,1
3312,2,2.29,-1.6,173.73,2,0,1,7,0
3313,4,2.27,576.1,175.46,4,0,0,27,1
3314,1,2.28,32.4,175.81,1,0,0,12,1
3315,2,2.29,268.5,177.47,2,0,0,18,1
3316,1,2.29,98.8,176.71,1,0,0,10,0
3317,1,2.29,249.1,176.35,1,0,1,20,0
3318,2,2.29,177.5,176.37,2,0,0,11,0
3319,8,2.32,330.4,176.24,3,1,0,21,0
3320,0,2.29,-138.2,173.51,0,0,1,8,0
3321,6,2.31,289.4,173.62,1,1,0,19,0
3322,1,2.31,-13.2,172.64,1,0,0,11,0
3323,0,2.31,-61.3,171.09,0,0,1,6,0
3324,1,2.31,-23.2,171.26,1,0,1,9,0
3325,0,2.3,162.8,171.49,0,0,0,20,0
3326,0,2.29,14.4,169.43,0,0,0,12,0
3327,1,2.27,92.6,168.66,1,0,1,8,0
3328,1,2.23,-94.2,165.8,1,0,1,5,0
3329,1,2.22,-1.4,163.35,1,0,0,10,0
3330,1,2.21,112.1,163.43,1,0,0,5,0
3331,3,2.19,189.2,162.34,3,0,0,11,0
3332,2,2.19,28.9,161.68,2,0,1,15,0
3333,4,2.17,185.2,160.48,4,0,1,15,0
3334,3,2.19,447.0,163.31,3,0,0,24,1
3335,3,2.19,296.8,164.86,3,0,0,18,0
3336,0,2.16,-62.9,163.46,0,0,1,9,0
3337,1,2.17,154.8,164.68,1,0,0,21,1
3338,2,2.17,391.4,165.71,2,0,0,23,1
3339,7,2.17,45.3,163.77,2,1,0,13,1
3340,7,2.19,233.5,164.66,2,1,1,13,0
3341,2,2.19,312.3,165.73,2,0,0,12,1
3342,2,2.19,117.0,165.38,2,0,0,9,0
3343,7,2.23,487.8,168.03,2,1,0,17,1
3344,1,2.23,50.4,167.63,1,0,0,8,0
3345,1,2.23,74.4,167.61,1,0,1,12,0
3346,1,2.23,373.6,169.84,1,0,0,28,1
3347,4,2.25,228.5,172.38,4,0,0,14,0
3348,7,2.27,520.9,174.35,2,1,0,24,1
3349,0,2.26,21.8,174.12,0,0,0,8,0
3350,2,2.27,279.5,175.04,2,0,0,21,0
3351,2,2.27,501.9,177.38,2,0,0,16,1
3352,12,2.33,381.3,180.07,2,2,0,30,1
3353,1,2.33,-10.0,179.0,1,0,1,8,0
3354,3,2.33,339.7,179.72,3,0,0,23,0
3355,1,2.33,126.0,178.45,1,0,0,8,0
3356,4,2.34,412.2,181.4,4,0,0,33,0
3357,1,2.33,-38.1,180.08,1,0,1,7,0
3358,1,2.31,95.0,179.95,1,0,1,17,0
3359,2,2.29,50.3,178.88,2,0,1,13,0
3360,2,2.28,375.0,178.27,2,0,0,20,1
3361,6,2.31,278.0,179.39,1,1,1,23,0
3362,3,2.29,251.7,177.85,3,0,0,20,0
3363,2,2.29,256.7,179.97,2,0,0,19,0
3364,1,2.29,31.8,179.26,1,0,0,4,0
3365,0,2.29,63.4,179.66,0,0,1,18,0
3366,1,2.28,229.4,179.75,1,1,1,13,0
3367,2,2.27,231.0,179.94,2,0,0,13,0
3368,3,2.27,274.1,180.16,3,0,1,19,0
3369,3,2.25,490.3,180.61,3,0,0,17,1
3370,3,2.26,113.1,180.62,3,0,1,11,0
3371,2,2.26,150.4,180.98,2,0,0,13,0
3372,0,2.24,-184.4,178.36,0,0,0,7,0
3373,1,2.24,174.6,177.44,1,0,0,10,1
3374,0,2.23,78.1,176.67,0,0,0,11,0
3375,1,2.23,-38.8,175.77,1,0,1,9,0
3376,0,2.22,29.1,173.43,0,0,0,13,0
3377,2,2.19,100.8,171.4,2,0,1,19,0
3378,0,2.18,7.9,170.73,0,0,0,5,0
3379,0,2.17,86.3,171.19,0,0,0,11,0
3380,1,2.17,248.7,172.13,1,0,0,21,0
3381,2,2.17,220.4,172.6,2,0,1,23,0
3382,1,2.17,89.3,172.95,1,0,0,12,0
3383,1,2.17,43.7,172.87,1,0,1,14,0
3384,4,2.19,211.8,174.07,4,0,1,24,0
3385,3,2.2,287.5,173.05,3,0,1,14,0
3386,1,2.2,131.5,173.38,1,0,0,9,0
3387,3,2.21,426.8,173.89,3,0,0,20,1
3388,1,2.21,15.6,174.09,1,0,1,13,0
3389,1,2.21,109.3,175.03,1,0,0,7,0
3390,8,2.25,365.0,176.18,3,1,0,8,1
3391,4,2.25,262.2,176.94,4,0,1,23,0
3392,1,2.25,359.4,178.76,1,0,0,30,1
3393,1,2.25,-26.1,179.03,1,0,1,9,0
3394,4,2.27,329.3,179.79,4,0,0,21,0
3395,2,2.25,342.9,180.82,2,0,0,20,1
3396,1,2.25,221.8,180.8,1,0,0,14,0
3397,2,2.25,146.6,180.27,2,0,0,9,0
3398,3,2.26,355.0,180.78,3,0,0,11,1
3399,4,2.27,173.8,181.07,4,0,1,16,0
3400,2,2.27,69.3,180.45,2,0,0,11,0
3401,3,2.29,297.4,182.39,3,0,1,19,0
3402,2,2.29,251.0,182.51,2,0,0,18,0
3403,2,2.29,42.0,182.67,2,0,1,12,0
3404,2,2.31,71.9,183.09,2,0,1,12,0
3405,0,2.3,32.6,182.43,0,0,0,7,0
3406,2,2.3,360.3,182.73,2,0,0,14,1
3407,3,2.31,239.6,183.24,3,0,1,23,0
3408,1,2.31,22.1,182.48,1,0,1,14,0
3409,0,2.27,97.6,180.23,0,0,0,22,0
3410,4,2.29,218.2,181.64,4,0,0,16,1
3411,0,2.29,-127.7,179.85,0,0,1,7,0
3412,6,2.31,342.5,181.28,1,1,0,20,0
3413,2,2.31,151.3,180.04,2,0,0,8,0
3414,0,2.29,-161.3,177.53,0,0,1,3,0
3415,5,2.31,267.7,178.19,5,0,0,36,1
3416,2,2.33,-14.6,177.84,2,0,0,19,0
3417,0,2.31,39.1,177.54,0,0,0,7,0
3418,1,2.31,226.5,177.47,1,0,0,20,0
3419,6,2.34,200.5,178.47,1,1,0,14,0
3420,3,2.35,459.8,180.47,3,0,0,15,1
3421,1,2.35,79.6,181.44,1,0,0,7,0
3422,0,2.33,5.2,179.8,0,0,1,13,0
3423,6,2.36,430.1,180.87,1,1,1,19,0
3424,1,2.35,73.7,181.77,1,1,1,11,0
3425,0,2.35,-140.1,178.73,0,0,1,6,0
3426,3,2.34,219.9,179.06,3,0,0,13,1
3427,2,2.34,174.0,179.51,2,0,1,13,0
3428,0,2.33,32.8,178.79,0,0,0,6,0
3429,5,2.35,213.7,178.4,5,0,1,14,0
3430,2,2.35,267.1,178.84,2,0,1,15,0
